name,street_address,google_map,review_count,phone,website,restaurant_type,average_review,food_review,service_review,ambience_review,value_review,price_range,star_1,star_2,star_3,star_4,star_5,description,restaurant_main_type,latitude,longitude,postal_code
Socarrat Paella Bar - Midtown East,"953 Second Avenue New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7552520%2C-73.968451,572,(212) 759-0101,http://www.socarratnyc.com/,Spanish,4.5572,4.4,4.4,4.3,4.1,$31 to $50,1,2,8,30,59,Outdoor seating is open!!! Come and have dinner at our balcony!,Spanish,40.7553091,-73.9685283,10022
High Street on Hudson,"637 hudson st New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7388420%2C-74.005791,368,(917) 388-3944,http://www.highstreetonhudson.com/,Contemporary American,4.5368,4.3,4.2,4.3,3.9,$31 to $50,0,5,8,22,65,"High Street On Hudson also serves morning through evening with a working on-site bread bakery and an exciting expanded dinner program by Chef Sean McPaul. The restaurant received two stars from the NY Times, was named Food & Wine's 2016 Best New Restaura",Contemporary American,40.7388972,-74.0057401,10014
Hanjan,"36 West 26th Street New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7441790%2C-73.990668,259,(212) 206-7226,http://www.hanjan26.com/,Korean,4.6259,4.5,4.3,4.3,3.9,$31 to $50,1,1,6,22,70,"HANJAN is Chef Hooni Kim’s second restaurant after DANJI , located in the Flatiron District in New York. It was inspired by the joomak, an old Korean tavern that offered weary travellers good food, good drinks and a place to rest. Many of the dishes at",Japanese & Koren,40.7442413,-73.9906129,10010
Le Colonial NYC,"149 E. 57th St New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7610000%2C-73.969,1860,(212) 752-0808,http://www.lecolonialnyc.com/,Vietnamese,4.4186,4.2,4.3,4.3,3.8,$31 to $50,2,4,8,27,59,"Le Colonial NYC is a truly delightful culinary experience. Like stepping into French Colonial Southeast Asia, this two-story restaurant, designed by Greg Jordan, consists of a main dining room with louvered wall panels, colorful tile floors, and vintage ",Southeast Asian,40.7608569,-73.9683494,10022
Delmonico's Kitchen,"207 West 36th Street New York, NY  10018",//www.google.com/maps/search/?api=1&query=40.7524190%2C-73.989978,1203,(212) 695-5220,http://www.delmonicoskitchen.com/,American,4.41203,4.3,4.3,4.1,3.8,$31 to $50,2,4,8,27,59,"Delmonico’s, the country’s first fine dining restaurant, has expanded its premier location at 56 Beaver Street to Midtown Manhattan.  But be warned, this is not your father's Delmonico's! Prepare to be dazzled with its chic,modern interior and casual",American,40.7526176,-73.9901605,10018
Morton's The Steakhouse - Midtown Manhattan,"551 5th Ave (entrance on 45th St.) New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7555820%2C-73.979297,3031,(212) 972-3315,http://www.mortons.com/,Steakhouse,4.63031,4.7,4.6,4.5,4.2,$50 and over,2,1,5,18,74,"Thank you for choosing Morton's The Steakhouse - New York (Midtown Manhattan). We look forward to serving you. USDA prime-aged beef, succulent seafood, fine wines, chilled cocktails, decadent desserts, crisp white linens and exceptional service...Morton'",Steakhouse,40.7553825,-73.9788937,10017
Ted's Montana Grill - NYC,"110 West 51st Street Time Life Bldg. New York, NY  10020",//www.google.com/maps/search/?api=1&query=40.7611920%2C-73.981581,938,(212) 245-5220,http://tedsmontanagrill.com/,American,4.3938,4.2,4.2,4.1,4,$31 to $50,3,2,7,37,51,"You are warmly invited to Ted’s Montana Grill for an afternoon or evening of Authentic American Dining. Inspired by the pioneer spirit of the American West, a time when simplicity, pride and respect were the most important ingredients, Ted’s Montana ",American,40.7606647,-73.9814419,10020
Trattoria Italienne,"19 West 24th Street New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7436870%2C-73.99224,96,(212) 600-5139,http://italiennenyc.com/,Italian,4.796,4.7,4.7,4.7,4.4,$30 and under,0,1,3,15,81,"From Chef Jared Sippel, Trattoria Italienne offers classic dishes from Northern Italy and Southern France paired with a regionally inspired wine and cocktail list. Trattoria Italienne’s approachable menu and welcoming atmosphere makes it a great destin",Italian,40.7430619,-73.9903948,10010
Felice 64 Wine Bar,"1166 1st avenue New York, NY  10065",//www.google.com/maps/search/?api=1&query=40.7625140%2C-73.959484,114,(212) 593-2223,http://www.felice64.com/,Italian,4.7114,4.6,4.6,4.6,4.4,$31 to $50,0,1,1,24,74,"This cozy NYC restaurant showcases a relaxed ambiance, with subdued lighting, exposed brick walls lined with linear shelves filled with wine, as well as rich, tufted leather seats. Italian wines and flavors from Tuscany are now served in a modern space, ",Italian,40.7625672,-73.9595639,10065
Shun Lee Palace,"155 East 55th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7594570%2C-73.969509,1308,(212) 371-8844,http://shunleepalace.com/,Chinese,4.31308,4.2,4.2,4,3.7,$31 to $50,3,4,13,18,62,"Michael Tong's Midtown ""institution"" combines ""striking"" surroundings, ""silky service"" and ""absolutely the best above Canal Street"" decorated by Adam Tihany.",Chinese,40.759428,-73.9690678,10022
Aretsky's Patroon,"160 East 46th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7536220%2C-73.973695,908,(212) 883-7373,http://www.aretskyspatroon.com/,American,4.7908,4.7,4.7,4.6,4.2,$31 to $50,1,1,2,17,79,"Welcome to Aretsky's Patroon, a classic New York City restaurant, owned by legendary restaurateur Ken Aretsky. Aretsky's Patroon offers superb contemporary American cuisine, warm, polished service and beautiful rooms suitable for a wide range of events. ",American,40.7533599,-73.9732416,10017
Frankie and Johnnie's Steakhouse - 46th Street,"320 West 46th New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7599750%2C-73.988913,550,(212) 997-9494,http://www.frankieandjohnnies.com/,Steakhouse,4.355,4.3,4.4,4.2,3.9,$31 to $50,1,5,12,25,57,"In the heart of the Theater District between 8th and 9th Ave on 46th Street, the restaurant is a celebrated Broadway fixture. A New York institution, Frankie & Johnnie's Steakhouse is the longest running show on Broadway (as well as one of the city's old",Steakhouse,40.7599678,-73.9889027,10036
Davio's Northern Italian Steakhouse - Manhattan,"447 Lexington Ave. New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7529770%2C-73.974498,736,(212) 661-4810,http://www.davios.com/,Steakhouse,4.6736,4.5,4.5,4.4,4.1,$31 to $50,0,1,6,24,69,"THE IDEA & HISTORYIn 1985, at the young and ambitious age of 24, Steve DiFillippo purchased a locally-owned family restaurant called Davio’s on Newbury Street in Boston’s trendy Back Bay. As Boston’s culinary tastes evolved, he transformed the loca",Steakhouse,40.7530076,-73.9746387,10017
Massoni,"11 E 31st St New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7463600%2C-73.984946,191,(212) 951-1141,http://www.massoninyc.com/,Italian,4.4191,4.3,4,4.3,4.1,$31 to $50,2,6,7,22,63,"Chef Dale Talde and his partners, David Massoni and John Bush, all of Three Kings Restaurant Group, opening three unique concepts inside the Arlo Nomad Hotel: Massoni, a full-service restaurant that serves “Inauthentic Italian” fare; BARlo, the 2nd f",Italian,40.7463171,-73.9849083,10016
.Tarallucci e Vino Upper West Side,"475 Columbus Ave New York, NY  10024",//www.google.com/maps/search/?api=1&query=40.7842980%2C-73.973346,50,(212) 362-5454,http://www.taralluccievino.net/upper-west-side-location/,Italian,4.55,4.3,4.4,4.3,4,$31 to $50,0,5,4,30,61,"""All ends well with Tarallucci E Vino"" is the famous Italian saying rooted in the tradition of resolving any matter over a glass of wine and tarallucci, the classic southern Italian cookie.Tarallucci e Vino Upper West Side is a neighborhood favorite. Our",Italian,40.7843419,-73.9734658,10024
Clement,"700 Fifth Avenue New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7618300%2C-73.975402,506,(212) 903-3918,http://www.peninsula.com/clement,American,4.7506,4.6,4.7,4.7,4.1,$31 to $50,1,3,2,16,78,"Clement seamlessly blends an elegantly modern aesthetic with American cuisine. Located in the Forbes Five Star-rated Peninsula New York hotel, Clement overlooks bustling Fifth Avenue. Designed by the international award-winning design firm, Yabu Pushelbe",American,40.7617014,-73.9754271,10019
MIFUNE New York,":​ 245 E, 44th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7516370%2C-73.97176,55,(212) 986-2800,http://mifune-restaurant.com/,Japanese,4.455,4.5,4.4,4.4,4.1,$31 to $50,2,2,8,26,62,"WASHOKU CUISINE / MIFUNE New York takes traditional Japanese cooking that places supreme importance on the seasonalbounty of the land and sea—and reimagines it using French technique to create innovative, artisticallycomposed dishes.",Japanese & Koren,40.7516375,-73.9717605,10017
Sutton Inn,"347 East 54th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7568060%2C-73.96475,685,(646) 370-3045,http://www.suttoninnrestaurant.com/,American,4.6685,4.7,4.6,4.4,4.4,$30 and under,1,1,4,25,69,"The Sutton Inn is an intimate neighborhood restaurant featuring seasonal and local produce. The unique and healthy American menu is simple, yet sophisticated. Sutton Inn is a no tipping restaurant-- menu prices include all service charges.",American,40.756816,-73.9647401,10022
The House in Gramercy Park,"121 East 17th St New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7361320%2C-73.987743,1193,(212) 353-2121,http://www.thehousenyc.com/,American,4.51193,4.4,4.5,4.5,4,$31 to $50,2,1,8,22,67,The House is a magnificently restored 1854 carriage house located in the historic Gramercy Park. The three floor layout allows us to accommodate from your most intimate gatherings to large party events. ,American,40.7361326,-73.9877434,10003
Cleo At MONDRIAN PARK AVENUE,"444​ ​Park​ ​Avenue​ ​South New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7450670%2C-73.983364,68,(646) 948-2370,http://www.morganshotelgroup.com/mondrian/mondrian-park-avenue/eat-drink/cleo,Mediterranean,4.568,4.6,4.2,4.4,4.1,$31 to $50,0,3,7,23,67,"Located in the illustrious Mondrian Park Avenue hotel, Chef Danny Elmaleh draws from diverse cultures to create richly textured shareable plates, which encourage a warm, social dining experience in Cleo Mediterraneo.  Classic & modern cocktails highlight",Mediterranean,40.7448378,-73.9833243,10016
Naoki Takahashi,"311 W 17th Street New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7420080%2C-74.001558,92,(646) 861-0086,http://www.naoki-takahashi-ny.com/,Japanese,4.692,4.6,4.6,4.7,4.3,$31 to $50,0,3,7,16,74,"Tucked away in a hidden space in Chelsea, Naoki Takahashi serves seasonal multi-course Japanese cuisines in a Zen-like interior.  A La carte options are also available Sunday through Thursday from 9pm to close.  Reservations for both course menu and a la",Japanese & Koren,40.7420112,-74.0015624,10011
Junoon Main Dining Room,"27 West 24th St. New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7431930%2C-73.990838,2027,(212) 490-2100,http://www.junoonnyc.com/,Indian,4.52027,4.5,4.4,4.5,3.8,$50 and over,2,2,11,19,66,Junoon Main Dining room serves only 3 course  menu starting at $75 person  or  6 course tasting menu for $115. per person.Table with children under 14 years old and ala carte menu will be served in Patiala Room only based on availibilty.Derived from the ,Indian,40.7431592,-73.990808,10010
Brasserie Cognac,"1740 Broadway New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7650990%2C-73.982064,1476,(212) 757-3600,http://www.cognacrestaurant.com/,French,4.11476,4.1,3.9,4,3.8,$31 to $50,3,6,13,34,44,Restaurateurs Vittorio Assaf and Fabio Granato brought their love for French culture and cuisine to New York City by giving the Big Apple an authentic slice of France when they opened Brasserie Cognac de Monsieur Ballon in April 2008. Located in the thea,French,40.7651088,-73.9814878,10019
Scampi,"30 W 18th St New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7390420%2C-73.993493,12,(212) 888-2171,http://www.scampinyc.com/,Italian,4.612,4.6,4.5,4.4,4.1,$30 and under,1,1,9,15,74,"Scampi is a neighborhood, Southern Italian inspired restaurant in the heart of Manhattan's Flatiron district. We use the best ingredients and provide a great atmosphere. 

Looking forward to hosting you soon!",Italian,40.7390428,-73.9934938,10011
Society Cafe,"52 W 13th Street New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7363170%2C-73.996523,132,(212) 300-4525,http://societycafenyc.com/,American,4.4132,4.2,4.2,4.4,4,$31 to $50,1,4,12,24,59,"Hidden inside the charming Walker Hotel Greenwich Village, Society Cafe is a new market-to-table American restaurant by rising-star chef, Christopher Zabita.   Chef Zabita's training in award-winning restaurants such as Victoria and Alberts, Bar Boulud a",American,40.7361334,-73.9966616,10011
Suzuki,"114 W 47th Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7581400%2C-73.983006,88,(212) 278-0010,http://www.suzukinyc.com/,Japanese,4.588,4.4,4.6,4.4,4.1,$50 and over,2,2,5,23,68,"**Reservations through OpenTable are ONLY for the main dining and NOT for SATSUKI sushi bar**SUZUKI is a modern contemporary environment serving traditional Japanese Kaiseki Course, table dining experience, serving seasonal items from Japan.All courses c",Japanese & Koren,40.7580887,-73.9831407,10036
Inakaya,"231 West 40th Street New York, NY  10018",//www.google.com/maps/search/?api=1&query=40.7556230%2C-73.989558,1087,(212) 354-2195,http://www.inakayany.com/,Japanese,4.51087,4.4,4.2,4.2,3.8,$31 to $50,1,2,8,27,62,"Our original restaurant in Japan was established and opened its first door in the heart of Roppongi, Tokyo in 1970, as the traditional ""Robata-yaki"" restaurant. Since then, Inakaya has been loved by substantial numbers of distinguished personalities, com",Japanese & Koren,40.755623,-73.9895581,10018
Rossini's Restaurant,"108 East 38 Street New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7492320%2C-73.97872,1132,(212) 683-0135,http://rossinisrestaurant.com/,Italian,4.71132,4.6,4.7,4.5,4.3,$31 to $50,0,1,5,18,76,"Located in the charming neighborhood of Murray Hill, Rossini's has been serving fine Northern Italian Cuisine for 40 years.  The genuine friendliness and warm service makes diners feel right at home in this family owned restaurant.    We specialize in No",Italian,40.7491301,-73.9788937,10016
Charlie Palmer Steak,"47 West 38th Street New York, NY  10018",//www.google.com/maps/search/?api=1&query=40.7519690%2C-73.98484,450,(212) 302-3838,http://www.charliepalmer.com/charlie-palmer-steak-ny/,Steakhouse,4.545,4.4,4.4,4.2,4.1,$31 to $50,1,3,10,19,67,"Charlie Palmer Steak New York at Archer Hotel New York taps into midtown’s vibrant and dynamic energy, serving up bold flavors in big city style. Reflecting celebrated chef Charlie Palmer’s progressive American cooking, the seasonal menus showcase th",Steakhouse,40.7519694,-73.9848404,10018
Bocca,"39 East 19th Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7383090%2C-73.989553,1561,(212) 387-1200,http://www.boccanyc.com/,Italian,4.41561,4.4,4.4,4.1,4,$30 and under,1,3,10,25,61,"On June 25th, 2007, Alessandro Peluso together with his friends and family, opened the doors of Bocca with a celebration and an evening of food and wine. This Roman restaurant has been bustling with patrons ever since. Our Chef James Corona is excited to",Italian,40.7382691,-73.9888568,10003
NYY Steak Midtown- New York Yankees Steakhouse,"7 West 51st Street New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7597200%2C-73.977479,995,(646) 307-7910,http://www.nyysteak.com/,Steakhouse,4.7995,4.6,4.7,4.6,4.2,$31 to $50,0,1,4,21,74,"Located in the heart of Midtown Manhattan the New York Yankees Steakhouse is a destination for baseball fans and gourmands alike. Since opening in November 2013, we have gone beyond the traditional American steakhouse to create a unique dining experience",Steakhouse,40.7597501,-73.9774474,10019
Irvington,"201 Park Ave S New York, NY 10003 New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7365430%2C-73.988749,209,(212) 677-0425,http://www.irvingtonnyc.com/,Contemporary American,4.5209,4.2,4,4.1,3.8,$30 and under,2,2,7,28,61,"Located on the ground floor of W New York – Union Square, Irvington offers a Mediterranean-influenced menu of New American classics highlighting fresh, locally-sourced ingredients from the neighboring Union Square Greenmarket. Irvington's seasonally-dr",Contemporary American,40.7366021,-73.9885354,10003
Charlie Palmer at The Knick,"6 Times Square New York, NY 10036 New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7555830%2C-73.98627,315,(212) 204-4983,http://www.charliepalmer.com/charlie-palmer-at-the-knick/,Contemporary American,4.3315,4.1,4.1,4.3,3.6,$31 to $50,2,4,13,26,55,"Boasting enviable corner views overlooking Times Square, Charlie Palmer at The Knick is the hotel’s signature restaurant  with menus created by Chef Palmer exclusively for The Knickerbocker. A gem among Midtown restaurants, Charlie Palmer at the Knick ",Contemporary American,40.7555831,-73.9862701,10036
Nick & Stef’s Steakhouse - New York,"9 Penn Plaza New York, NY  10001",//www.google.com/maps/search/?api=1&query=40.7510730%2C-73.993289,1931,(212) 563-4444,http://www.patinagroup.com/nick-and-stefs-steakhouse-nyc,Steakhouse,4.41931,4.3,4.4,4.1,3.7,$31 to $50,0,5,8,31,56,"Nick & Stef’s Steakhouse is a restaurant located next to New York's Madison Square Garden & Penn Station, and known as one of the best steakhouses in NYC.",Steakhouse,40.7510597,-73.9932303,10001
Altesi Ristorante,"26 E 64th Street New York, NY  10065",//www.google.com/maps/search/?api=1&query=40.7666620%2C-73.969575,390,(212) 759-8900,http://www.altesinyc.com/,Italian,4.539,4.5,4.5,4.4,4.1,$31 to $50,1,3,8,19,69,"Located at 26 East 64th Street, Altesi Madison is one of the two restaurants of Altesi Group,  serving lunch and dinner (as well as Saturday & Sunday brunch). Our recipes are rooted in Italy’s rich culinary tradition and the freshest seasonal ingredien",Italian,40.7666785,-73.9695801,10065
Giorgio's of Gramercy,"27 East 21st Street New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7396800%2C-73.989201,2089,(212) 477-0007,http://www.giorgiosofgramercy.com/,Contemporary American,4.72089,4.6,4.7,4.6,4.3,$31 to $50,0,1,5,18,76,Giorgio's of Gramercy is one of Zagat's top rated restaurants in the Gramercy Park neighborhood.Our eclectic American menu will not disappoint. Our philosophy at Giorgio’s of Gramercy is to serve quality food using only the freshest of ingredients at g,Contemporary American,40.7397036,-73.9886272,10010
Perrine,"2 East 61st Street New York, NY  10065",//www.google.com/maps/search/?api=1&query=40.7651280%2C-73.972039,169,(212) 838-8000,http://www.perrinenyc.com/,French American,4.5169,4.4,4.5,4.4,3.9,$31 to $50,1,4,6,20,69,"Perrine, The Pierre Hotel's new French-American restaurant, offers a menu of seasonally-inspired fare along with daily specials that feature updated takes on vintage Pierre classics. Executive Chef Ashfer Biju’s simple, yet elegantly orchestrated dishe",French,40.7651828,-73.9718937,10065
La Fonda Del Sol,"200 Park Avenue at East 44th Street MetLife Building New York, NY  10020",//www.google.com/maps/search/?api=1&query=40.7537160%2C-73.977437,1141,(212) 867-6767,http://www.patinagroup.com/la-fonda-del-sol,Spanish,4.41141,4.4,4.3,4.4,3.9,$31 to $50,0,1,10,31,58,"Indulge in vibrant Spanish cuisine and an expansive selection of tapas at La Fonda del Sol. A modern reincarnation of the iconic 1960s restaurant, we are conveniently located just steps away from Grand Central Terminal on the east side of Vanderbilt Aven",Spanish,40.7535178,-73.9767512,10020
Morrell Wine Bar & Cafe,"1 Rockefeller Plaza New York, NY  10020",//www.google.com/maps/search/?api=1&query=40.7580000%2C-73.979,761,(212) 262-7700,http://www.morrellwinebar.com/,American,4.5761,4.2,4.2,4.4,3.8,$31 to $50,1,2,9,26,62,"Morrell Wine Bar & Cafe serves more than approximately 90 wines by the glass, the largest selection in New York City, and an extensive selection of rare and hard-to-find bottles, making it a prime destination for wine lovers. Located on 49th Street, betw",American,40.7580629,-73.9788542,10020
Bobby Van's Grill Times Square,"120 W. 45th Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7570170%2C-73.983915,1095,(212) 575-5623,http://www.bobbyvans.com/Bobby_Vans_Steakhouse/West_45th_Street.html,American,4.31095,4.3,4.3,4.2,3.9,$50 and over,2,7,10,19,62,"Bobby Van's newest restaurant is located on 45th Street between Broadway and 6th Avenue in the heart of Times Square shopping and theatre district. Two floors of dining inside with an outdoor cafe. Perfect for lunch or dinner, and before and after theate",American,40.7570353,-73.9838753,10036
Kingside,"124 WEST 57TH ST New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7646960%2C-73.978108,406,(212) 707-8000,http://www.kingside-restaurant.com/,American,4.1406,4,3.6,3.8,3.5,$31 to $50,2,7,14,29,48,"Located on the street level of Viceroy Central Park New York, Kingside features New American classics highlighting fresh, locally-sourced ingredients, paired alongside hand-crafted cocktails. The seasonally-driven menu at Kingside highlights small plates",American,40.7646394,-73.9784473,10019
I Trulli,"122 East 27th Street New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7421370%2C-73.983574,2088,(212) 481-7372,http://www.itrulli.com/,Italian,4.52088,4.5,4.6,4.4,4.2,$31 to $50,0,1,10,24,65,"Opened in 1994, Nicola Marzovilla's warm and welcoming restaurant has been a favorite for more than 18 years for those in search of hearty, delicious Italian specialties. Its celebrated menu draws on the regional cuisine of the Marzovillas' homeland, Pug",Italian,40.742097,-73.983681,10016
Haru Hell's Kitchen,"859 9th Ave New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7672380%2C-73.9866,82,(212) 301-4440,http://www.harusushi.com/,Japanese,4.482,4.3,4.3,4.2,4,$31 to $50,0,4,8,29,59,"Haru’s latest addition comes to the Hell's Kitchen neighborhood as part of our 20th anniversary. Boasting of beautiful décor, a spacious sushi bar and a full cocktail, beer, wine and sake bar, the new Haru features beloved menu items, seasonal special",Japanese & Koren,40.7671813,-73.9866373,10019
Bob's Steak & Chop House-New York,"19 East 52nd St. New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7593290%2C-73.975153,117,(212) 754-5011,http://www.bobs-steakandchop.com/,Steakhouse,4.6117,4.6,4.7,4.5,4.3,$50 and over,1,1,3,21,74,"Bob's Steak & Chop House-New York is a traditional American Prime Steakhouse that has been recognized for its lively atmosphere, big drinks, fine wines and large cuts of the finest prime steaks, chops, and seafood.   Bob’s offers top quality prime cuts",Steakhouse,40.759588,-73.9750827,10022
Il Postino,"337 East 49th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7532620%2C-73.966601,473,(212) 688-0033,http://www.ilpostinony.com/,Italian,4.6473,4.6,4.6,4.5,4,$50 and over,3,1,7,15,74,Il Postino sets the standard for authentic Italian cuisine. The superior quality of the food and relaxing atmosphere creates a memorable dining experience. Owners Luigi Russo and Alfio Ruocco have built a wonderful dining establishment that has gone unri,Italian,40.7537584,-73.9674607,10017
Restaurant Nippon,"155 East 52nd Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7575370%2C-73.970333,368,(212) 688-5941,http://restaurantnippon.com/,Japanese,4.6368,4.4,4.6,4.1,3.9,$31 to $50,1,1,7,23,68,"Restaurant Nippon opened in August 1963, becoming the first
Japanese Restaurant in the U.S.A. with an authentic sushi bar.

In 1988, we introduced nihachi soba (with ratio of 80% of
buckwheat flour to 20% of wheat flour) made from buckwheat
seeds cultiva",Japanese & Koren,40.7574337,-73.9703764,10022
Green Fig,"570 10th Ave New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7591560%2C-73.995456,176,(646) 449-7790,http://www.greenfignyc.com/,Mediterranean,3.9176,3.9,4,3.9,3.6,$31 to $50,4,11,14,33,38,"Green Fig features modern Israeli cuisine with influences from The Middle East, North Africa and southern Europe.  Our dishes combine unique flavors and spices imported from these regions with locally-sourced fresh ingredients. ",Mediterranean,40.7591568,-73.9954561,10036
Tender Restaurant,"130 W 47th Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7585540%2C-73.983101,488,(212) 514-6000,http://www.tendernyc.com/,American,4.3488,4.3,4.2,4.2,3.8,$31 to $50,2,2,10,39,47,"TENDER restaurant located in the heart of Midtown Manhattan, has a trendy yet gracious atmosphere. It features Modern American cuisine with the finest selection of premium cut steaks and world class sushi offerings. With a polished brass bar and beaded c",American,40.7583494,-73.9832095,10036
.Tarallucci e Vino Union Square,"15 East 18th Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7380810%2C-73.99083,582,(212) 228-5400,http://www.taralluccievino.net/,Italian,4.4582,4.4,4.2,4.2,4,$31 to $50,2,3,8,23,64,"""All ends well with Tarallucci e Vino"" is the famous Italian saying rooted in the tradition of resolving any matter over a glass of wine and tarallucci, the classic southern Italian cookie.Tarallucci e Vino Union Square  is our flagship restaurant. This ",Italian,40.7382078,-73.9906014,10003
Bobby Van's Steakhouse - 54th Street,"131 E. 54th Street New York, NY  10169",//www.google.com/maps/search/?api=1&query=40.7591420%2C-73.970869,897,(212) 207-8050,http://www.bobbyvans.com/,Steakhouse,4.7897,4.6,4.5,4.4,4.2,$31 to $50,2,2,2,15,79,"""At Bobby Vans 54th Street, you can expect the same great service and the same great food as our other restaurants. Tucked away in another historic restaurant location, (at one time this was the hang out spot for such stars as Frank Sinatra and the rest ",Steakhouse,40.759345,-73.970949,10169
Astor Court,"2 East 55th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7614000%2C-73.97487,263,(212) 339-6857,http://www.stregisnewyork.com/astor-court,International,4.5263,4.5,4.3,4.7,3.8,$31 to $50,1,4,4,20,71,"Astor Court at The St. Regis New York presents stylish dining under exquisite raised ceilings.  Open daily for breakfast, lunch, afternoon tea and dinner, Astor Court offers a selection of the city’s most tantalizing appetizers, entrees, sides and dess",Other,40.7613979,-73.9746128,10022
Sofrito NYC,"679 Riverside Dr. New York, NY  10031",//www.google.com/maps/search/?api=1&query=40.8272370%2C-73.95526,566,(212) 754-5999,http://www.sofritony.com/,Latin / Spanish,3.9566,4.1,3.7,4.2,3.7,$30 and under,10,10,13,8,59,"At Sofrito, the aromatic mix includes the authentic Puerto Rican Cuisine, The magnificent sounds of music from around the world, The Caribbean atmosphere, The delightful living room dining room decor, and fantastic service which takes you back to our Isl",Spanish,40.8264806,-73.9560005,10031
Tarallucci e Vino NoMad,"44 East 28th Street New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7435720%2C-73.984706,116,(212) 779-1100,http://www.taralluccievino.net/,Italian,4.3116,4.1,4,4.1,3.7,$31 to $50,1,6,10,29,54,"""All ends well with Tarallucci E Vino"" is the famous Italian saying rooted in the tradition of resolving any matter over a glass of wine and tarallucci, the classic southern Italian cookie.Tarallucci e Vino NoMad is the latest addition to the Tarallucci ",Italian,40.7433821,-73.9846389,10016
Frankie & Johnnie's Steakhouse - Manhattan,"32 West 37th New York, NY  10018",//www.google.com/maps/search/?api=1&query=40.7507000%2C-73.9841,1421,(212) 947-8940,http://frankieandjohnnies.com/steakhouses/frankieandjohnnies.html,Steak,4.41421,4.4,4.5,4.3,3.9,$31 to $50,1,5,9,23,62,"Established 1926 Frankie and Johnnie's Steakhouse is located in the former townhouse of John Barrymore. Frankie and Johnnie's Steakhouse has a look that is sleek and uncluttered, with a warmth that is inviting to all its guests. The menu is distinguished",Steakhouse,40.7508297,-73.984917,10018
The Shakespeare,"24 E. 39th Street New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7506060%2C-73.980175,255,(646) 837-6779,http://www.theshakespearenyc.com/,British,4.6255,4.3,4.5,4.5,4.1,$31 to $50,0,2,8,18,72,"The Shakespeare offers well-kept beers and cask ales and friendly service in a casual no-frills environment. Serving a more sophisticated ‘pub grub’ repertoire coupled with a setting reminiscent of a 14th century tavern, the pub is the perfect place ",Other Europe,40.7504836,-73.9802711,10016
Gaby Brasserie Française,"44 West 45th Street - Gaby Brasserie Française Gaby Brasserie Française New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7561950%2C-73.981364,566,(212) 782-3040,http://www.sofitel-new-york.com/dining-lounge/gaby-brasserie-francaise/,French,4.3566,4.2,4.4,4.3,4.1,$31 to $50,1,2,14,29,54,"Described as one of the top New York French restaurants, Gaby blends classic French cuisine with an American twist. Indulge in our De-Light menu where you will find low calorie three course meals. Can't decided what you want to eat?  Try one of our 30-mi",French,40.7561034,-73.9816867,10036
